사용자명,별점 평가,별점,리뷰 평가,리뷰 내용
화련,긍정적,7,부정,후 하게 7 점 시간 의 소중함을 되돌아볼 수 는 있었지만 영화 내용 이 갑자기 산 으로 가는 느낌
Keonwoo Han,긍정적,10,부정,연출 은 부족했다하고 마무리 가 아쉬웠지만 7 점 대는 아닌 것 같네요 정말 재밌게 봤어요
휴면 사용자,긍정적,10,부정,남 들 은 뭐라 하지만 개인 적 으로 정말 재밌는 영화
권진주,긍정적,10,부정,정말 괜찮은 영화인 간 의 욕심 에 대해 간접 적 으로 잘 표현 한 영화 강추 입니다 또 보고 싶네요
JMJ,부정적,0,부정,제작자 멱살 잡자 좋은 영화 를 쓰레기 로 만들다니
이후정성,부정적,1,부정,스토리 정말 쓰레기
지도리5,긍정적,9,부정,시간 의 중요성 에 대해 다시 한번 생각 해 보게 되었네요 아껴 써야지
에릭쿠,긍정적,8,부정,괜찮았어요
휴면 사용자,긍정적,7,부정,소외 된 빈민 층 그리고 부를 누리는 상류층 현실 과 크게 다를게 없는 미래 의 이야기 참신한 상상력 만큼 스릴 도 좋았으면 괜찮았을텐데 아쉽네요 중간 중간 뚝뚝 끊기는 듯 한 전 개방 식 도 그렇고
haru2,긍정적,8,부정,"현실 을 반영환 아주 좋은 소 쟈 였습니다 전개 과정 에서 사회 부조리 에 맞선 영웅 만들기 로 보이더니 
 마지막 에는 보니와 클 라이드 로 만들어 버리면서 막 을 내리더군요 좀 더 잘 만들수 있는 소재 라서 그런 지 마지막 엔 좀 많이 아쉬웠습니다"
유일한,긍정적,10,부정,너 무재 밋 네 요
Prison321,긍정적,10,부정,정말 시간 의 소중함을 느꼇 고 시 간세 계 도 부자 만 살수 잇다 닛
탈퇴한 사용자,긍정적,9,부정,당신 들 은 달러 라는 사기 거짓 화폐 를 신봉 하고 있다 그러나 금 본위 를 폐지 한 달러 의 허상 이 밝혀지는 믿음 이 깨지는 순간 세계 자본주의 경제 는 붕괴 된다 황금 처럼 보편 적 가치 인 시간 이 화폐 로 쓰이게 된다면 충분히 상상 이 가능한 설정 이다
정신분열파탄,긍정적,7,부정,신선하긴하나 재미 는 별로 자기 가 죽 을 시간 을 아는건 정말 사는 재미 가 없을듯
닉네임을 등록해 주세요,부정적,5,부정,재미 는 있다
아아메리카노,긍정적,7,부정,영화 소재 가 흔하지 않아서 좋았으나 전반 적 으로 스토리 는 엉 성합니다 그래도 완전히 못 봐줄 정도 는 아니였어요
www,부정적,3,부정,아만다 사이 프리드 감상 하시는것 좋아하시는 분 들 만 관람 가 영화 가 전체 적 으로 엉 성 그 자체 임 2 점 주려다가 아만다 사이 프리드 덕분 에 3 점 준다
익명,긍정적,10,부정,재밌엇음
메가톤,부정적,4,부정,시간 의 중요함은 알았으나 지루한 감 이 있었다
탈퇴한 사용자,긍정적,10,부정,이 영화 에 대한 아무 정보 없이 보았는데 놀라웠음 작가 와 감독 의 상상력 훌륭
탈퇴한 사용자,긍정적,7,부정,저스틴 만세
김주은,부정적,6,부정,참신한 소재 적절한 캐스팅 그러나 중간 이후 에 스토리 진행 과 연출 이 힘 이 없어 아쉬운 영화
이혜영,긍정적,10,부정,좋음
SMJ,긍정적,10,부정,와 진짜 시간 가는줄 모르고 본 영화 대박
정지은,부정적,2,부정,중간 부터 스토리 엉망 에 도대체 뭘 말 하려는지 모르겠음
띵동,긍정적,9,부정,시간 가는줄 모르고 봤습니다 소재 도 독특하고 은근 스릴 도 있던데요
탈퇴한 사용자,부정적,2,부정,완전 별 루 돈 아까 움
칸타타,긍정적,7,부정,참신한 소재 하지만 과유 불급 으로 인해 언정쩡해 서 아쉽다
사월,부정적,4,부정,시나리오 전개 가 진부하고 스케일 도 졸작 아이디어 만 신선함
할로윈인형,긍정적,8,부정,소재 는 정말 참신한것에 비해 많은걸 보여주지 못 했던것 같아요 보고나서 딱히 얻은것은 없고 그래도 아만다 가 너무 예쁘네요
흠냐,긍정적,9,부정,자본주의 에 대한 경고 약간 지겹고 억지스런 전개 이기도 하나 미래 를 위해 모두 가 고민 해야 할 메세지 가 있는 영화 이기 때문 에 높은 점수 를 주고싶다
휴면 사용자,부정적,6,부정,소재 하 난 정말 기발하고 멋있다하지만 전개 가내 가 생각 했던것과는 다르다 무얼 원하고말하는지는 알 지만 너무 느리고 암시 적 이지 않았나 예고 의 기 대치 에 미치지 못 했다 반전 이 있을줄 알았는데
광희,긍정적,8,부정,전개 가 많이 부족하지만 소재 만으로도 충분했다
노리마루,부정적,6,부정,잘 잤다
moon,긍정적,10,부정,황금 과 시간 의 완전한가치 비례 를 논하다
우와,긍정적,9,부정,"영화 재밌어요 여 주인공 너무 인형 같이 이뻐요 
 신선한 소재 네 요 재밌어요 하지만 시간 속 에 갇혀 사는게 너무 슬프고 언젠가 저런 시대 가 올까 바 겁나네요"
IKS,부정적,4,부정,독특하고 훌륭한 소재 를 엉 성한 시나리오 와 발연기 로 망친 영화 인셉션 의 저 질 아 류작 인 소스코드 같이 가타카 의 저 질 아 류작 명작 가타카 감독 의 영화 라는 게 믿어지지 않음
탈퇴한 사용자,긍정적,8,부정,시간 이 돈 이라는 특이한 기발 이 참 좋아요
문예정,긍정적,10,부정,진짜 어떤 영화 보다도 재밋음 돈 이 안아까 움 사람 마다 다르겠지만 솔직 이 네티즌 평점 이해 안감 교훈 도 있고 전체 적 으로 내용 도 좋음 너무 재밋음 다시 보고싶음 참고 로 영화 눈 높은 사람 임
중용의삶,긍정적,10,부정,단순히 시간 이 금 이다 라는 메세지 를 전달 하는 영화 는 아님 현재 우리 지구촌 의 자본주의 현상 을 꼬집고 있는 영화 라고 생각 함돈 을 시간 으로 바꿔서 설정 한 것 에 참신함을 느꼈음
나라지키미,긍정적,9,부정,자본주의 체제 에 대한 우회 적 비난 과 개혁 의 필요성 을 피 력 한 영화 시간 돈 세상 은 가진 자의 것 시간 이든 돈 이든 가진 자의 체제 유지 를 위 한 빈민가 의 자선단체 죽지 않을만큼만 시간 을 적선 하고 다시노 동력 과 시간 을 착취
휴면 사용자,긍정적,10,부정,난 괜찮았는데 마지막 이 좀 그렇지만 캐스팅 도 괜찮았고 소재 도 좋았고 리얼스틸 보다 재밌었음
히히히히,긍정적,10,부정,"아 대박 
  진짜 다리 후 들거 려 서 죽음 왕재밋다 헐 정말 대박 이 였요 전개도 괜찮고 근데 왜 이렇게 평점 이 낮은지 대박 이 였는데"
gichuli,부정적,6,부정,소재 는 참신했었지만 전개 가 별로 인 영화 네 요 주인공 들 의 행동 을 이끄는 동기 가 그냥 이 게 정의 라서 라는 교과서 적 인 느낌 밖에 안 들어요 뭐 그렇게 스펙 터 클 한 것 도 아니고 소재 만으로는 생각 할게 많은 영화
Israel태성,긍정적,9,부정,나름 신선한 소재 재미있었습니다 그런데 완득이 리얼스틸 이 약간 더 좋았다는
세훈아이리온,부정적,5,부정,좋은 소재 부족한 내용
Pooh,긍정적,7,부정,발단 전개 위기 위기 전개 절정 과 결말 이 빠진 뭔가 허무한 영화
goldhand,긍정적,10,부정,재미있음 약간 철학 적 인 것 을 재미있게 풂 시간 이 없으니 그만
신더펠라,긍정적,8,부정,"아무 생각 없이 너무 너무 재밌게 봤다 근데 
 엔딩 이 뭥미 스러 움"
휴면 사용자,긍정적,7,부정,그냥 그냥
휴면 사용자,긍정적,8,부정,인플레이션 보는내내 생각났던 단어였다 아만다 는 이상하게 자꾸 끌린다 알렉스 페티 퍼 의 조연 도 괜찮았다 근데 팀버 레이크 는
coolpeace,긍정적,7,부정,영화 괜찮네요 아쉬운 점 이 있긴 했지만 리얼스레기 보다 휠씬 나았음
낚시왕 써니,부정적,0,부정,"이런 소재 를 쓰레기 로 날려 버린 최악 의 영화 이영화 수입 한 담당자 는 짤렸을듯 
 한가지 남는것은 영화 선택 을 잘못 하면 두 시간 이 낭비 된다는 교훈 을 준 영화"
,부정적,5,부정,시간 은 항상 나 에게 주어지는 것 이라 지나가고 후회 하는거 말고 없었는데 다시 한번 도 생각 하게 되는 영화 이네 요 그런데 내용 은 그냥 밑밑함 잼 미보다는 좀 신선함이 있는 영화 였던것 같습니다
안뇽zz,긍정적,9,부정,재밌음 한번 생각 하게 해 주는 영화
휴면 사용자,부정적,5,부정,풍부한 상상력 빈약한 연출 력
휴면 사용자,부정적,4,부정,하 이런 좋은 소재 로 마무리 를 두 배우 가 좋아서 선택 했지만 이건 아니지
Elin,긍정적,8,부정,여운 이 많이 남아 요
휴면 사용자,긍정적,8,부정,가타카 이래로 오랜 만 에 괜찮은 작품 이 나왔네요 다소 부족한 면은 있지만 소재 가 좋았습니다
휴면 사용자,긍정적,8,부정,"리얼스틸 보다 약간 좀 그래도 제 가기 대 가 커서 그 런가 진짜 저런 세 상이 올지 
 역시 영화 는 미래 를 볼수있어서 행복했다 시간 을 절약 하며 잘씁시다"
휴면 사용자,긍정적,7,부정,시작 과 중간 쯤 은 먼가 터질것 같이 재미있는데 끝 이 너무 허무해요
●┣ ┓┣™,긍정적,10,부정,영화 는 누구 나 다 평론 할수있다 좋은 평이 든 나쁜 평이 든 어제 상암 가서 보고왔는데 난 대중 적 인 사람 이다 싶으면 잼있게 볼 수 있는 영화 다 완득이 리얼스틸 인타임 다 봤는데 다 재미있다 완득이 는 웃고 나왔고 리얼스틸 은 따뜻했고 인타임 은 참신했다 개인 적 으로는 인타임 이 여러 모로 가장 많이 남는다
,긍정적,10,부정,"그냥 볼라 면 보든가 말람 말 든 가 영화 비판 은 좋으나 욕설 같은건 별로 보기 안좋네요 
 어쨋 든 아만다 사이 프리드 는 정말 이미지 변신 매번 만족합니다"
우주정복,부정적,1,부정,하 참 참신한 소재 를 가지 고 이렇게 같은 스토리 가 나오다니아 통재 라
작가승민,부정적,5,부정,소재 는 좋았으나 각종 상황 에 따른 자연스러운 현실 감각 이 떨어짐 아무래도 소재 가 너무 파격 적 이라 그런 것 같네요 소재 만큼은 10 점 확실
최대경,긍정적,9,부정,"어제 영화 봤는데 기 대안 하고 봐서 그런지 나름 재미있게 보았어요 
 특히 여배우 아만다 사이 프리드 넘 예쁘고 귀엽네요"
야옹PD,긍정적,10,부정,"시간 이 맞아 아무런 기대 없이 본 영화 하지만 재미 는 최고 
 한번 볼 만 한 영화"
도인,긍정적,10,부정,1초 라도 좋게 참되게 살거싶은 마음 이 든 영화
XEMAL,긍정적,9,부정,소재 가 참신 선했고 중반 부 까지의 몰입도 는 최고 수준 이다 인셉션 보다 더 좋아서 시간 가는줄 몰랐어 하지만 엔딩 부분 이 많이 아쉽더라 그런 식 으로 흘러갈줄은 몰랐어 하지만 모든 영화 가 완벽할수는 없으니 이해 한 다 이영화 까는 사람 많이 보이는데 솔직히 까놓고말 해서 어지간한 국산 영화 보단 훨낫잖아
nur13,긍정적,7,부정,"그 저 그런 발상 은 기발했지만 수준 낮은 시나리오 
 예쁜 여 주인공 빼면 볼거 없는 영화"
아이디를뭐로하지,긍정적,8,부정,참신한 소재 와 몰입도 가 좋았지만 구성 이나 마무리 가 좀 아쉽다
줌마,긍정적,8,부정,신선한 소재 여서 좋았습니다 뭔가 생각 을 하게 되는 영화 예요 시간 됫 면 보세요
블루노트,부정적,5,부정,"글쎄요 뭐 그냥 참 재미없진 않았음 그렇다고 딱히 재밌지도 안았음 
 뭐랄까 애매해요"
우왕b,긍정적,7,부정,소재 로 시선 을 끌었지만 뒷 심 부족
액션맨,긍정적,7,부정,"그냥 시간 때우기 용인 듯 
 소재 는 좋은 것 같은데"
frank,긍정적,8,부정,소재 가 참신한데 엔딩 이 그닥 볼 만 했음 낮은 평점 줄 정도 는 아니다
닉네임을 등록해 주세요,긍정적,8,부정,그냥 보기 에 좋은 영화 소재 가 참신함 개인 적 으로 영화 끝나고도 생각 하 게 되는 영화 임
보링요,부정적,5,부정,급 으로 기대했는데 급임
소피스트,부정적,6,부정,시간 은 귀중하다 내 시간 돌리도 아만다 눈빛 에 홀려 엔딩 까지 보긴 했다만
파인맛,긍정적,10,부정,"영화 보는내내 그리고 본 후 에도 생각 을 많이 할 수 있게 한 영화 네 요 
 근데 보고와서 평점 보고 좀 놀라긴 했어요 
 전 참 괜찮다고 생각 했는데 말 이 죠"
ass7328,부정적,6,부정,솔직히 지루하기도 하다 악역 들 이 넘 허무하게 죽고 내용 도 특이하고 재미 도 약간 없고 그런데 그 무엇 보다 영화 가 끝나고 나서 다시 한번 생각 하게 되는 만약 우리 현실 이 이렇다면 어떨까 하고
이재용,긍정적,7,부정,"소재 가 좋다 내용 은 소재 만큼은 못 하나 
 나중 에 케이블 에서 틀어주면 한번 더 볼 수 있는 영화 라고"
나디아,긍정적,9,부정,난 흥미 진진 하고 왠지 우울하던데 왠지 현재 와 많아 다르지 않은 것 같아서
멋쟁이,부정적,1,부정,"정말 영화관 에서 보시 고 평점 올리는지 궁금합니다 뻔한 알바 님 들의 평점 너 무 들 하시는군요 배 

 우 광팬 이 라면 모를까 괘 한 돈 시간 버리시길 말길 바라며 케이블 용 입니다"
휴면 사용자,긍정적,7,부정,여기 미국 식 천박한 자본주의 가 유지 된다면 얼마 든지 가능한 섬칫 한 미래
LUCY,긍정적,9,부정,재밋엇어 요
189mi,부정적,6,부정,현 대 사회 에서 가장 중요한 시간 과 돈 을 역 발상 한 것 은 참신했지만 내용 이 너무 단순해 실망 이 적지 않았네
탈퇴한 사용자,긍정적,8,부정,그냥
FYLwith,긍정적,7,부정,시간 은 돈 이지 암 그런데 결국 그 돈 은 훔쳐야 하는거 임
hrnaflow,긍정적,10,부정,아만다 예쁘고 저스틴팀버레이크 의 배우 적 카리스마 가 드러나기 시작 한 영화 영화관 에서 봐야 재밌는 영화
laurie,긍정적,8,부정,아이디어 가 좋네요
장군,긍정적,9,부정,오오오오오오
봉곡,부정적,5,부정,소재 는 참 기발해 했는데 스토리 는 그냥 임 스릴 도 없고 악당 은 걍 한 번만 에 죽고 생명 과 다름없는 시간 을 그렇게 쉽게 빼앗아오고 허무함 그리고 나 묻고 싶은게 있는데 아빠 이야기 그렇게 궁금증 폭발 하게 해놓고 왜 아무 도 알려주지 않는거 임 도데 체 주인공 아빠 는 뭐 하는 사람 이었음
lol,긍정적,7,부정,소재 는 좋앗으나 내용 이 미약 했다 하지만 소재 로만 은 볼 만 함
clsdlfchdtkf,긍정적,8,부정,뭔가 많이 부족하다 획기 적 인 생각 이긴 하다
ostrich,긍정적,9,부정,졸릴거란 예상 을 깨고 보는 내내 현실 과 비교 하는 생각 을 하게 하는 비평 영화 였음 액션 도 있고 배우 들 이 하나 하나 모델 스럽고 옆 에 친구 생각 하 게 하는 영화 를 좋아함는 내 가 자는지 가끔 쳐다보지만 내 눈 은 말똥말똥 재밋습니 다
